item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,location_num,x,y,R,F,Monthly_Valuation,M,RFM_ID,Inventory_Tier,Z,ROP
ITM10108,Groceries,73,45,4,9,28.89,1.05,0.36,L42,A,24,2.91,88.37,0.32,8,0.75,78,8.24,0.97,2024-07-10,25.67,0.662,42,28.0,37.0,3,3,7820.64,1,331,Tier 4 (Low Priority),1.28,261.0
ITM10109,Groceries,71,27,8,9,13.05,1.98,0.17,L99,D,166,2.44,117.93,1.18,8,0.98,789,8.63,0.21,2024-01-31,165.88,0.475,99,89.0,14.0,1,3,97485.33,4,134,Tier 1 (Critical),2.33,122.0
ITM10110,Electronics,167,99,3,5,25.36,1.5,0.38,L100,D,69,3.69,121.04,1.91,6,0.95,343,1.19,0.21,2024-11-12,82.44,0.337,100,85.0,22.0,4,1,52351.49,2,412,Tier 4 (Low Priority),1.28,129.0
ITM10111,Groceries,179,62,13,9,40.66,6.99,0.56,L8,C,177,3.15,23.12,1.13,6,0.79,56,2.4,0.89,2024-11-22,54.65,0.535,8,64.0,41.0,4,1,7539.219999999999,1,411,Tier 4 (Low Priority),1.28,375.0
ITM10112,Automotive,389,80,3,2,24.06,6.26,0.63,L30,A,153,4.03,168.99,1.4,3,0.97,591,11.88,0.31,2024-12-07,157.94,0.614,30,25.0,47.0,4,4,118592.82,4,444,Tier 1 (Critical),2.33,63.0
ITM10113,Groceries,33,10,7,8,47.5,3.91,0.16,L5,D,170,0.55,101.09,1.65,6,0.71,264,7.09,0.47,2024-11-11,193.86,0.446,5,82.0,43.0,4,2,28466.460000000003,1,421,Tier 4 (Low Priority),1.28,385.0
ITM10114,Electronics,197,67,12,7,42.53,1.05,0.69,L41,B,98,3.6,197.96,1.62,9,0.86,676,14.97,0.42,2024-09-04,233.91,0.514,41,49.0,46.0,3,4,145828.76,4,344,Tier 1 (Critical),2.33,300.0
ITM10115,Automotive,431,99,13,5,17.32,6.58,0.54,L52,D,25,1.94,146.31,0.24,4,0.98,264,10.74,0.43,2024-12-03,15.07,0.721,52,88.0,13.0,4,3,42241.200000000004,2,432,Tier 4 (Low Priority),1.28,95.0
ITM10116,Apparel,385,96,11,3,20.6,5.92,0.58,L35,C,167,1.51,198.59,1.51,9,0.96,213,14.29,0.46,2024-09-06,162.62,0.544,35,60.0,51.0,3,4,60061.799999999996,3,343,Tier 1 (Critical),2.33,76.0
ITM10117,Groceries,72,99,10,2,21.74,1.57,0.85,L9,C,107,4.11,96.16,1.9,4,0.81,219,4.91,0.47,2024-01-09,87.45,0.451,9,60.0,43.0,1,2,26063.13,1,121,Tier 4 (Low Priority),1.28,45.0
ITM10118,Electronics,427,15,5,4,31.68,9.13,0.41,L28,C,113,0.9,36.75,1.43,0,0.75,270,3.47,0.7,2024-01-04,297.56,0.593,28,67.0,50.0,1,1,28483.8,1,111,Tier 4 (Low Priority),1.28,138.0
ITM10119,Apparel,354,79,5,9,15.05,2.39,0.26,L73,A,53,1.53,148.19,1.69,1,0.76,309,6.27,0.7,2024-09-29,55.51,0.587,73,26.0,10.0,3,2,64211.28,3,323,Tier 4 (Low Priority),1.28,139.0
ITM10120,Apparel,41,53,3,6,48.49,7.56,0.6,L92,A,175,1.42,157.77,1.02,8,0.85,773,4.71,0.62,2024-10-09,136.98,0.495,92,27.0,15.0,4,2,124308.47000000002,4,424,Tier 2 (High Value),1.96,306.0
ITM10121,Pharma,49,81,5,6,30.83,8.91,0.95,L41,A,60,2.39,172.04,0.71,1,0.88,310,9.59,0.89,2024-07-29,291.31,0.791,41,23.0,46.0,3,3,55116.99999999999,3,333,Tier 1 (Critical),2.33,206.0
ITM10122,Automotive,210,33,14,8,20.57,6.01,0.57,L28,B,27,1.95,67.28,1.38,9,0.71,863,11.42,0.88,2024-01-07,71.8,0.552,28,42.0,43.0,1,3,68439.48999999999,3,133,Tier 1 (Critical),2.33,179.0
ITM10123,Groceries,279,95,14,5,32.61,2.85,0.85,L84,A,14,3.74,107.03,1.04,1,0.82,892,6.63,0.37,2024-01-09,244.0,0.602,84,26.0,24.0,1,2,107511.64,4,124,Tier 2 (High Value),1.96,169.0
ITM10124,Electronics,224,28,14,4,20.37,3.44,0.78,L64,C,177,3.65,172.93,1.8,8,0.95,691,2.26,0.63,2024-09-28,80.48,0.406,64,66.0,21.0,3,1,134112.78,4,314,Tier 2 (High Value),1.96,88.0
ITM10125,Pharma,78,27,13,8,41.07,8.91,0.57,L51,A,15,1.96,174.3,1.95,2,0.83,666,1.37,0.83,2024-05-20,31.83,0.515,51,21.0,10.0,2,1,121952.16,4,214,Tier 2 (High Value),1.96,346.0
ITM10126,Automotive,490,39,3,7,28.82,3.33,0.68,L83,A,85,2.47,14.88,1.66,1,0.75,615,4.05,0.89,2024-10-01,22.4,0.596,83,23.0,15.0,3,1,35072.25,2,312,Tier 4 (Low Priority),1.28,206.0
ITM10127,Pharma,283,51,10,7,3.06,7.59,0.47,L59,D,124,1.44,137.47,1.99,6,0.99,669,11.25,0.4,2024-05-26,285.13,0.509,59,84.0,18.0,2,3,109825.88999999998,4,234,Tier 1 (Critical),2.33,39.0
ITM10128,Automotive,485,42,3,8,9.66,9.91,0.58,L19,A,21,3.52,124.32,0.76,8,0.78,521,4.1,0.6,2024-01-09,71.74,0.495,19,21.0,48.0,1,1,77662.64,3,113,Tier 4 (Low Priority),1.28,90.0
ITM10129,Automotive,31,83,7,3,43.38,10.0,0.56,L34,D,21,2.28,25.83,1.8,5,0.94,876,13.75,0.62,2024-09-14,94.67,0.615,34,80.0,53.0,3,4,26298.359999999997,1,341,Tier 3 (High Volume),1.65,147.0
ITM10130,Groceries,138,21,11,6,28.58,5.57,0.74,L18,A,82,1.1,186.73,0.73,6,0.76,850,10.12,0.76,2024-12-23,290.4,0.646,18,22.0,42.0,4,3,162677.7,4,434,Tier 1 (Critical),2.33,184.0
ITM10131,Automotive,434,36,9,4,47.57,8.35,0.47,L32,D,115,1.07,94.62,0.32,2,0.83,304,13.07,0.46,2024-12-11,200.64,0.76,32,88.0,50.0,4,4,33256.16,2,442,Tier 3 (High Volume),1.65,204.0
ITM10132,Pharma,481,48,6,5,4.55,9.91,0.19,L96,C,159,1.95,138.11,1.28,2,0.85,327,6.4,0.43,2024-08-08,151.56,0.573,96,64.0,16.0,3,2,64270.020000000004,3,323,Tier 4 (Low Priority),1.28,35.0
ITM10133,Automotive,309,18,13,9,15.47,4.06,0.81,L72,A,58,3.86,177.73,0.96,7,0.85,608,14.77,0.76,2024-04-01,136.27,0.683,72,23.0,21.0,1,4,119305.92,4,144,Tier 1 (Critical),2.33,149.0
ITM10134,Groceries,357,30,11,2,10.48,2.9,0.72,L69,C,13,0.61,34.72,1.85,6,0.85,695,10.51,0.52,2024-02-24,24.08,0.509,69,60.0,23.0,1,3,44367.85,2,132,Tier 4 (Low Priority),1.28,25.0
ITM10135,Groceries,267,85,11,5,28.14,1.59,0.96,L34,A,12,1.66,172.61,1.04,4,0.77,73,6.0,0.2,2024-02-19,253.29,0.49,34,21.0,48.0,1,2,21052.11,1,121,Tier 4 (Low Priority),1.28,143.0
ITM10136,Pharma,373,38,4,5,19.76,1.84,0.49,L96,B,153,1.23,147.62,1.86,5,0.85,482,3.98,0.95,2024-09-25,230.99,0.527,96,44.0,16.0,3,1,92559.1,4,314,Tier 2 (High Value),1.96,102.0
ITM10137,Apparel,146,42,12,4,8.71,8.61,0.17,L75,B,23,4.8,169.52,0.25,8,0.84,678,13.13,0.32,2024-03-17,36.3,0.622,75,44.0,19.0,1,4,119283.96,4,144,Tier 1 (Critical),2.33,55.0
ITM10138,Apparel,94,71,12,6,32.49,6.09,0.21,L55,C,73,3.67,104.02,1.68,2,0.76,800,5.45,0.32,2024-05-03,112.5,0.481,55,60.0,16.0,2,2,90889.6,4,224,Tier 2 (High Value),1.96,207.0
ITM10139,Automotive,380,24,13,4,27.28,8.8,0.8,L75,C,129,1.55,16.36,1.54,2,1.0,527,1.62,0.85,2024-04-08,266.77,0.598,75,68.0,19.0,2,1,26994.57,1,211,Tier 4 (Low Priority),1.28,120.0
ITM10140,Electronics,223,11,14,2,14.46,8.0,0.16,L52,B,178,1.43,137.4,1.47,5,0.96,543,4.9,0.47,2024-11-13,78.57,0.504,52,45.0,19.0,4,2,85218.99,3,423,Tier 4 (Low Priority),1.28,39.0
ITM10141,Automotive,68,61,8,8,24.51,6.9,0.92,L47,B,77,4.36,81.16,0.77,7,0.97,431,3.51,0.46,2024-09-26,187.26,0.516,47,41.0,41.0,3,1,38429.920000000006,2,312,Tier 4 (Low Priority),1.28,205.0
ITM10142,Pharma,98,53,6,4,37.54,6.29,0.35,L29,D,68,1.36,86.46,1.59,4,0.91,868,5.48,0.7,2024-05-09,151.5,0.556,29,80.0,39.0,2,2,80902.36,3,223,Tier 4 (Low Priority),1.28,158.0
ITM10143,Pharma,460,63,10,3,11.06,0.96,0.91,L18,A,139,4.99,93.84,1.02,0,0.75,423,9.59,0.25,2024-06-30,247.37,0.626,18,28.0,35.0,2,3,55881.09,3,233,Tier 1 (Critical),2.33,35.0
ITM10144,Pharma,498,27,14,5,15.35,8.79,0.8,L66,B,128,1.77,103.65,1.46,2,0.87,602,8.01,0.39,2024-05-16,20.46,0.573,66,46.0,10.0,2,2,85275.24,3,223,Tier 4 (Low Priority),1.28,88.0
ITM10145,Pharma,260,12,13,6,17.96,4.47,0.88,L64,C,19,0.88,135.77,1.15,7,0.95,811,10.95,0.24,2024-07-22,246.68,0.529,64,67.0,18.0,3,3,119793.15,4,334,Tier 1 (Critical),2.33,118.0
ITM10146,Pharma,368,16,9,9,37.59,5.82,0.29,L12,C,84,3.61,148.09,0.4,3,0.71,372,5.67,0.43,2024-02-10,49.36,0.604,12,64.0,43.0,1,2,60848.4,3,123,Tier 4 (Low Priority),1.28,346.0
ITM10147,Groceries,173,52,9,7,42.5,0.71,0.64,L97,B,99,3.24,157.6,0.22,8,0.85,138,2.68,0.9,2024-07-10,14.37,0.604,97,43.0,22.0,3,1,23337.719999999998,1,311,Tier 4 (Low Priority),1.28,298.0
ITM10148,Apparel,293,91,13,2,19.44,9.39,0.18,L7,C,110,5.0,137.61,0.8,5,0.82,141,3.24,0.93,2024-07-26,182.7,0.613,7,63.0,45.0,3,1,27140.010000000002,1,311,Tier 4 (Low Priority),1.28,51.0
ITM10149,Pharma,115,47,12,7,15.53,9.08,0.28,L15,A,163,4.11,162.66,1.87,9,0.76,426,12.16,0.45,2024-08-23,85.01,0.437,15,20.0,50.0,3,4,77495.52,3,343,Tier 1 (Critical),2.33,130.0
ITM10150,Electronics,233,46,11,5,44.58,5.66,0.38,L20,D,141,2.43,33.21,1.11,3,0.81,130,2.37,0.35,2024-10-16,215.69,0.493,20,83.0,47.0,4,1,12392.099999999999,1,411,Tier 4 (Low Priority),1.28,230.0
ITM10151,Electronics,313,67,7,4,49.97,5.98,0.77,L81,A,37,3.54,169.0,1.62,3,1.0,691,12.17,0.31,2024-05-04,146.24,0.602,81,21.0,6.0,2,4,134436.94,4,244,Tier 1 (Critical),2.33,214.0
ITM10152,Electronics,228,42,8,7,33.85,7.2,0.12,L21,D,139,4.18,83.58,1.19,9,0.92,652,3.98,0.52,2024-12-22,185.6,0.442,21,80.0,46.0,4,1,65359.119999999995,3,413,Tier 4 (Low Priority),1.28,246.0
ITM10153,Electronics,362,68,3,3,49.51,3.01,0.91,L88,D,75,2.81,110.47,1.92,4,0.79,149,10.5,0.86,2024-04-25,210.01,0.598,88,85.0,15.0,2,3,37729.92,2,232,Tier 4 (Low Priority),1.28,152.0
ITM10154,Groceries,107,20,8,4,33.34,2.61,0.16,L55,B,153,1.73,92.42,0.8,6,0.88,639,9.72,0.88,2024-06-02,278.81,0.682,55,44.0,23.0,2,3,62729.850000000006,3,233,Tier 1 (Critical),2.33,139.0
ITM10155,Electronics,325,77,4,5,36.94,6.9,0.44,L77,C,133,1.45,100.39,0.21,6,0.77,604,2.38,0.24,2024-12-16,248.7,0.493,77,64.0,15.0,4,1,63558.86,3,413,Tier 4 (Low Priority),1.28,194.0
ITM10156,Pharma,283,91,8,7,20.04,1.49,0.17,L9,D,66,1.83,64.23,1.58,9,0.88,172,10.32,0.37,2024-02-11,153.58,0.45,9,84.0,46.0,1,3,24776.520000000004,1,131,Tier 4 (Low Priority),1.28,142.0
ITM10157,Automotive,444,77,11,9,22.22,4.81,0.79,L50,B,160,4.32,42.29,1.44,6,0.97,849,7.27,0.36,2024-11-30,137.02,0.499,50,45.0,36.0,4,2,58752.69,3,423,Tier 4 (Low Priority),1.28,206.0
ITM10158,Electronics,409,97,10,8,8.06,5.18,0.23,L49,C,160,2.21,29.93,1.1,4,0.87,445,10.9,0.86,2024-11-28,199.86,0.701,49,65.0,35.0,4,3,27799.300000000003,1,431,Tier 4 (Low Priority),1.28,71.0
ITM10159,Groceries,344,31,11,2,41.31,4.12,0.9,L77,C,30,1.79,95.77,0.72,8,0.92,72,12.7,0.57,2024-01-17,222.72,0.635,77,65.0,9.0,1,4,14454.72,1,141,Tier 3 (High Volume),1.65,89.0
ITM10160,Groceries,447,75,12,7,46.62,2.26,0.58,L60,D,112,4.13,33.8,0.46,1,0.84,705,1.55,0.49,2024-02-17,60.07,0.621,60,85.0,16.0,1,1,32909.25,2,112,Tier 4 (Low Priority),1.28,329.0
ITM10161,Electronics,396,53,10,9,31.55,3.88,0.95,L68,C,162,0.64,56.55,1.02,7,0.86,989,10.07,0.97,2024-07-26,19.43,0.658,68,64.0,23.0,3,3,68678.51,3,333,Tier 1 (Critical),2.33,293.0
ITM10162,Automotive,339,15,5,8,17.84,3.71,0.36,L33,A,67,3.17,35.39,1.37,9,0.91,819,2.47,0.94,2024-07-13,141.85,0.486,33,25.0,35.0,3,1,45513.54,2,312,Tier 4 (Low Priority),1.28,147.0
ITM10163,Electronics,176,51,10,8,8.55,5.24,0.51,L71,C,46,4.43,30.73,1.2,7,0.94,568,6.3,0.55,2024-07-12,38.84,0.522,71,63.0,19.0,3,2,26306.879999999997,1,321,Tier 4 (Low Priority),1.28,75.0
ITM10164,Groceries,175,34,8,7,13.99,6.91,0.72,L2,A,152,2.35,177.67,0.93,2,0.9,326,1.18,0.3,2024-10-09,89.09,0.523,2,27.0,39.0,4,1,63569.02,3,413,Tier 4 (Low Priority),1.28,107.0
ITM10165,Apparel,158,66,8,6,13.52,9.7,0.85,L88,C,165,1.71,138.06,1.13,4,0.99,747,5.6,0.34,2024-08-31,179.57,0.548,88,66.0,12.0,3,2,109764.39,4,324,Tier 2 (High Value),1.96,100.0
ITM10166,Pharma,140,94,8,7,31.06,1.87,0.48,L93,D,141,2.71,185.51,0.31,7,0.95,144,3.37,0.29,2024-01-29,53.92,0.522,93,84.0,16.0,1,1,28405.68,1,111,Tier 4 (Low Priority),1.28,220.0
ITM10167,Groceries,84,64,5,5,47.31,8.79,0.9,L15,D,56,3.73,132.36,1.42,9,0.93,968,8.79,0.74,2024-11-22,18.26,0.529,15,80.0,37.0,4,3,135313.52000000002,4,434,Tier 1 (Critical),2.33,257.0
ITM10168,Electronics,126,25,12,8,3.37,3.2,0.21,L88,B,112,2.82,170.35,1.5,8,0.95,431,8.17,0.64,2024-01-05,170.83,0.517,88,43.0,24.0,1,3,80306.26999999999,3,133,Tier 1 (Critical),2.33,34.0
ITM10169,Pharma,166,23,3,2,1.05,6.12,0.74,L69,A,81,0.53,115.51,0.12,6,0.78,426,12.11,0.65,2024-12-25,145.21,0.715,69,28.0,21.0,4,4,50030.64,2,442,Tier 3 (High Volume),1.65,12.0
ITM10170,Electronics,156,48,14,5,30.41,5.69,0.41,L97,A,98,0.85,97.9,0.61,3,0.83,74,9.96,0.28,2024-03-28,98.83,0.634,97,26.0,10.0,1,3,10162.3,1,131,Tier 4 (Low Priority),1.28,159.0
ITM10171,Electronics,430,37,6,3,14.92,5.79,0.19,L35,D,67,3.75,110.41,0.28,3,0.87,340,11.0,0.83,2024-02-12,145.95,0.799,35,86.0,35.0,1,3,42426.4,2,132,Tier 4 (Low Priority),1.28,52.0
ITM10172,Apparel,181,60,12,4,44.15,7.37,0.45,L99,D,114,2.3,70.84,2.0,2,0.84,276,2.29,0.63,2024-09-12,208.22,0.485,99,84.0,22.0,3,1,31046.64,2,312,Tier 4 (Low Priority),1.28,186.0
ITM10173,Pharma,447,58,14,7,17.04,4.13,0.89,L83,D,78,4.03,135.01,1.23,7,0.95,222,1.39,0.27,2024-08-10,41.61,0.4,83,82.0,18.0,3,1,47361.17999999999,2,312,Tier 4 (Low Priority),1.28,125.0
ITM10174,Pharma,471,18,8,6,15.2,3.53,0.98,L44,A,55,3.42,180.46,0.98,5,0.71,696,14.57,0.8,2024-11-26,84.15,0.698,44,26.0,49.0,4,4,141827.88,4,444,Tier 1 (Critical),2.33,99.0
ITM10175,Apparel,119,67,13,2,14.21,8.6,0.45,L15,B,162,3.12,158.65,0.98,9,0.76,502,6.98,0.99,2024-06-18,240.54,0.565,15,43.0,47.0,2,2,84707.14000000001,3,223,Tier 4 (Low Priority),1.28,39.0
ITM10176,Groceries,357,54,14,6,8.1,2.59,0.9,L38,A,34,4.56,97.78,1.93,5,0.96,337,6.53,0.55,2024-10-16,204.34,0.496,38,24.0,51.0,4,2,55158.880000000005,3,423,Tier 4 (Low Priority),1.28,52.0
ITM10177,Electronics,418,31,12,6,29.49,2.21,0.56,L56,D,130,0.6,191.24,1.35,9,0.72,870,1.49,0.29,2024-02-18,87.21,0.307,56,80.0,6.0,1,1,183829.80000000002,4,114,Tier 2 (High Value),1.96,181.0
ITM10178,Automotive,326,41,4,6,9.24,0.65,0.75,L21,B,44,1.2,197.23,0.42,9,0.77,118,2.66,0.28,2024-09-27,125.46,0.423,21,40.0,36.0,3,1,27522.339999999997,1,311,Tier 4 (Low Priority),1.28,56.0
ITM10179,Electronics,160,78,9,7,21.81,2.5,0.14,L59,C,24,3.31,103.69,0.95,8,0.81,330,14.17,0.22,2024-01-22,44.73,0.54,59,63.0,9.0,1,4,39870.0,2,142,Tier 3 (High Volume),1.65,157.0
ITM10180,Electronics,102,96,9,2,23.59,5.43,0.6,L1,C,115,0.8,174.28,1.57,2,0.93,912,10.73,0.82,2024-04-27,83.41,0.696,1,62.0,38.0,2,3,164477.16000000003,4,234,Tier 1 (Critical),2.33,60.0
ITM10181,Groceries,196,78,13,2,2.0,5.62,0.16,L93,D,137,3.4,10.91,0.9,3,0.87,391,6.73,0.76,2024-04-18,253.93,0.666,93,87.0,18.0,2,2,10887.21,1,221,Tier 4 (Low Priority),1.28,11.0
ITM10182,Electronics,217,51,6,8,1.82,2.92,0.34,L93,B,83,4.93,22.66,0.69,2,0.99,919,13.66,0.67,2024-12-20,137.72,0.805,93,44.0,5.0,4,4,29847.11,2,442,Tier 3 (High Volume),1.65,19.0
ITM10183,Apparel,131,62,6,6,26.49,1.19,0.61,L34,D,97,4.45,14.25,1.98,2,0.77,382,9.26,0.81,2024-10-17,195.68,0.601,34,84.0,38.0,4,3,14924.8,1,431,Tier 4 (Low Priority),1.28,160.0
ITM10184,Apparel,75,68,3,8,35.11,7.57,0.83,L65,A,172,3.16,156.9,1.88,0,0.96,792,11.45,1.0,2024-08-31,56.33,0.757,65,20.0,15.0,3,3,130997.52,4,334,Tier 1 (Critical),2.33,299.0
ITM10185,Pharma,479,83,4,8,47.16,7.7,0.6,L98,A,38,4.52,25.16,1.89,9,0.78,435,7.04,0.52,2024-05-18,63.16,0.385,98,26.0,5.0,2,2,40070.1,2,222,Tier 4 (Low Priority),1.28,387.0
ITM10186,Automotive,198,48,11,4,9.78,9.98,0.94,L23,B,47,1.02,13.24,0.35,5,0.77,391,7.04,0.76,2024-01-24,282.87,0.665,23,43.0,45.0,1,2,7654.66,1,121,Tier 4 (Low Priority),1.28,52.0
ITM10187,Electronics,440,24,12,7,6.06,9.05,0.83,L65,D,33,2.55,38.01,0.55,8,0.85,366,1.96,0.5,2024-02-08,254.02,0.481,65,89.0,17.0,1,1,22104.96,1,111,Tier 4 (Low Priority),1.28,54.0
ITM10188,Electronics,420,80,10,7,3.55,9.3,0.24,L14,D,28,2.43,68.2,0.94,4,0.72,954,11.28,0.48,2024-12-16,239.2,0.616,14,86.0,38.0,4,3,79225.02,3,433,Tier 1 (Critical),2.33,47.0
ITM10189,Groceries,205,38,10,5,22.37,8.08,0.45,L81,C,58,2.01,98.29,1.68,9,0.82,356,2.39,0.88,2024-05-23,105.58,0.424,81,69.0,5.0,2,1,46038.8,2,212,Tier 4 (Low Priority),1.28,122.0
ITM10190,Apparel,490,12,11,9,31.53,6.35,0.7,L39,B,53,0.5,22.43,1.5,1,0.81,819,11.7,0.66,2024-10-05,173.2,0.68,39,40.0,50.0,3,4,40829.67,2,342,Tier 3 (High Volume),1.65,294.0
ITM10191,Automotive,237,92,9,8,42.19,1.72,0.94,L82,D,163,4.51,104.81,1.71,9,0.75,222,3.67,0.3,2024-10-15,152.78,0.308,82,82.0,24.0,4,1,36427.14,2,412,Tier 4 (Low Priority),1.28,340.0
ITM10192,Pharma,432,19,11,7,34.45,6.41,0.99,L65,A,162,4.0,57.13,1.85,3,0.96,593,4.46,0.52,2024-12-02,287.31,0.51,65,23.0,15.0,4,1,60226.090000000004,3,413,Tier 4 (Low Priority),1.28,249.0
ITM10193,Apparel,436,38,12,6,11.21,1.03,0.79,L78,D,44,3.44,62.13,1.58,5,0.82,249,13.85,0.84,2024-01-17,79.49,0.659,78,81.0,19.0,1,4,36993.33,2,142,Tier 3 (High Volume),1.65,69.0
ITM10194,Pharma,335,88,14,9,23.63,8.91,0.62,L26,D,173,1.08,166.16,0.6,6,0.99,641,7.6,0.95,2024-04-01,284.7,0.709,26,88.0,42.0,1,2,113230.84,4,124,Tier 2 (High Value),1.96,230.0
ITM10195,Groceries,494,44,4,3,45.61,5.08,0.78,L20,A,151,2.2,197.52,0.64,6,0.97,914,2.75,0.69,2024-06-10,214.99,0.585,20,22.0,47.0,2,1,192028.87999999998,4,214,Tier 2 (High Value),1.96,147.0
ITM10196,Groceries,236,15,8,6,17.01,7.13,0.35,L48,A,65,4.66,98.13,0.77,3,0.76,124,13.67,0.52,2024-01-09,129.97,0.701,48,26.0,52.0,1,4,18197.559999999998,1,141,Tier 3 (High Volume),1.65,114.0
ITM10197,Electronics,139,21,5,2,25.44,1.0,0.36,L98,D,143,3.28,71.14,0.68,9,0.85,977,7.33,0.4,2024-04-16,87.24,0.5,98,84.0,9.0,2,2,75543.94,3,223,Tier 4 (Low Priority),1.28,52.0
ITM10198,Automotive,458,47,13,7,47.97,5.58,0.69,L21,A,41,3.22,186.98,0.57,9,0.88,825,2.83,0.54,2024-10-27,229.63,0.485,21,29.0,43.0,4,1,164746.8,4,414,Tier 2 (High Value),1.96,347.0
ITM10199,Pharma,413,86,8,9,37.0,3.36,0.88,L70,C,35,4.61,105.09,1.53,4,0.95,646,6.47,0.65,2024-03-14,248.65,0.573,70,69.0,11.0,1,2,89822.9,3,123,Tier 4 (Low Priority),1.28,337.0
ITM10200,Apparel,194,28,5,7,37.64,3.21,0.97,L100,C,152,3.02,148.77,0.16,3,0.97,266,9.25,0.2,2024-12-30,113.68,0.681,100,67.0,9.0,4,3,41307.34,2,432,Tier 4 (Low Priority),1.28,268.0
ITM10201,Groceries,42,76,10,5,13.36,4.2,0.41,L68,C,65,3.19,88.61,1.48,9,0.89,682,6.07,0.41,2024-07-22,59.85,0.413,68,61.0,9.0,3,2,64472.4,3,323,Tier 4 (Low Priority),1.28,72.0
ITM10202,Electronics,232,17,13,8,21.32,0.51,0.82,L1,A,46,2.06,48.48,1.66,5,0.71,581,13.94,0.74,2024-02-09,152.75,0.61,1,29.0,45.0,1,4,40917.34,2,142,Tier 3 (High Volume),1.65,171.0
ITM10203,Electronics,424,17,6,3,5.03,4.93,0.87,L77,A,134,2.17,134.43,0.23,6,0.84,498,4.78,0.74,2024-06-02,145.87,0.637,77,28.0,14.0,2,2,70952.40000000001,3,223,Tier 4 (Low Priority),1.28,21.0
ITM10204,Pharma,254,93,14,7,30.72,5.12,0.66,L42,A,62,3.59,136.32,0.22,1,0.97,710,3.46,0.72,2024-03-24,220.37,0.742,42,26.0,50.0,1,1,101012.49999999999,4,114,Tier 2 (High Value),1.96,225.0
ITM10205,Groceries,32,56,12,5,6.08,8.7,0.41,L63,B,110,1.94,97.43,0.64,9,0.91,56,4.09,0.96,2024-10-15,292.22,0.585,63,48.0,24.0,4,1,6179.12,1,411,Tier 4 (Low Priority),1.28,42.0
ITM10206,Automotive,120,13,8,5,41.96,4.76,0.66,L3,A,87,3.02,61.29,0.5,2,0.96,938,2.17,0.65,2024-05-03,164.07,0.661,3,23.0,37.0,2,1,62122.78,3,213,Tier 4 (Low Priority),1.28,216.0
ITM10207,Groceries,436,60,11,3,40.91,3.95,0.63,L15,C,45,1.76,168.04,1.2,7,0.9,939,7.33,0.42,2024-10-17,222.2,0.502,15,67.0,52.0,4,2,175138.2,4,424,Tier 2 (High Value),1.96,130.0
ITM10208,Pharma,43,94,4,6,27.15,9.95,0.65,L47,C,110,1.25,62.31,1.38,6,0.71,442,13.3,0.85,2024-07-18,111.67,0.631,47,68.0,35.0,3,4,29873.72,2,342,Tier 3 (High Volume),1.65,179.0
ITM10209,Pharma,383,76,4,6,7.92,5.93,0.66,L40,C,20,2.54,135.21,1.3,0,0.99,647,5.27,0.51,2024-12-12,183.88,0.64,40,64.0,50.0,4,2,104061.25000000001,4,424,Tier 2 (High Value),1.96,59.0
ITM10210,Groceries,30,54,9,6,2.25,4.99,0.86,L31,B,36,1.48,82.96,0.78,3,0.98,435,4.62,0.39,2024-10-03,43.45,0.598,31,49.0,52.0,3,2,37433.4,2,322,Tier 4 (Low Priority),1.28,20.0
ITM10211,Pharma,292,17,4,4,40.04,5.21,0.25,L8,D,11,4.54,99.77,1.05,4,0.74,550,12.72,0.65,2024-06-18,246.33,0.663,8,83.0,38.0,2,4,66568.5,3,243,Tier 1 (Critical),2.33,172.0
ITM10212,Groceries,471,96,4,8,30.41,8.19,0.43,L31,C,31,1.87,50.17,1.32,2,0.73,196,5.28,0.43,2024-07-15,109.85,0.53,31,60.0,53.0,3,2,28851.440000000002,2,322,Tier 4 (Low Priority),1.28,254.0
ITM10213,Apparel,450,25,6,9,35.84,3.74,0.63,L73,B,75,3.19,133.4,0.33,3,0.86,365,7.68,0.52,2024-03-12,33.21,0.685,73,49.0,21.0,1,2,54310.35,3,123,Tier 4 (Low Priority),1.28,327.0
ITM10214,Groceries,300,86,11,8,15.89,4.2,0.35,L11,D,121,1.69,52.91,0.54,9,0.93,503,1.44,0.75,2024-12-18,297.26,0.521,11,80.0,40.0,4,1,32323.8,2,412,Tier 4 (Low Priority),1.28,132.0
ITM10215,Groceries,113,76,10,6,25.96,7.68,0.98,L11,B,26,1.66,102.29,1.79,9,0.81,236,5.02,1.0,2024-02-10,271.52,0.47,11,45.0,41.0,1,2,30600.300000000003,2,122,Tier 4 (Low Priority),1.28,166.0
ITM10216,Pharma,220,18,4,3,37.61,1.19,0.34,L94,B,141,2.08,72.41,0.75,9,0.74,374,2.83,0.72,2024-09-13,67.26,0.475,94,41.0,9.0,3,1,32809.26,2,312,Tier 4 (Low Priority),1.28,114.0
ITM10217,Pharma,40,69,10,4,23.67,8.72,0.52,L63,D,23,4.62,193.09,1.62,6,0.85,862,2.48,0.42,2024-06-26,115.33,0.405,63,83.0,16.0,2,1,172370.02000000002,4,214,Tier 2 (High Value),1.96,112.0
